chr2	24856606	24863929	-	mmuCirc_005215	Ehmt1	CTO:ANNOTATED:CDS	4	546	NM_001012518:NM_001109686:NM_001109687:NM_172545	0	0	0.0185119210755352	0	0	0	0.0585734449204318	0.131928779963211	0.0397775875967117	0	0;0;1;0;0;0;2;4;1;0	0	0	1.84455489385295	rnoCirc_007517	
chr2	24856606	24877626	-	mmuCirc_005216	Ehmt1	CTO:ANNOTATED:CDS	5	718	NM_001012518:NM_001109686:NM_001109687:NM_172545	0.107948703855415	0.0512001293247	0.111071526453211	0.134605892311402	0.0364535526967181	0.884280006936685	0.585734449204318	0.692626094806858	0.994439689917794	0.229378480370435	6;3;6;7;2;27;20;21;25;8	1	0	2.64198906273054	rnoCirc_007518	
chr2	24863223	24877626	-	mmuCirc_005217	Ehmt1	CTO:ANNOTATED:CDS	3	519	NM_001012518:NM_001109686:NM_001109687:NM_172545	0.0179914506425692	0	0	0	0.0364535526967181	0.131004445472102	0.175720334761295	0.230875364935619	0.119332762790135	0.0573446200926087	1;0;0;0;2;4;6;7;3;2	0	0	2.43703283430954		hsaCirc_016084
chr2	24877455	24887069	-	mmuCirc_005218	Ehmt1	CTO:ANNOTATED:CDS	3	796	NM_001012518:NM_001109686:NM_001109687:NM_172545	0.0539743519277075	0	0	0.0192294131873431	0.0911338817417952	0.163755556840127	0.0585734449204318	0.164910974954014	0.0795551751934235	0.0286723100463043	3;0;0;1;5;5;2;5;2;1	0	0	1.32958531486639	rnoCirc_007520	
chr2	24884146	24884702	-	mmuCirc_005219	Ehmt1	CTO:ANNOTATED:CDS	1	557	NM_001012518:NM_001109686:NM_001109687:NM_172545	0	0	0	0.0192294131873431	0.018226776348359	0.0982533341040761	0.0878601673806477	0.0989465849724082	0.0795551751934235	0	0;0;0;1;1;3;3;3;2;0	0	0	1.59522363798166		hsaCirc_016083
chr2	24884146	24887069	-	mmuCirc_005220	Ehmt1	CTO:ANNOTATED:CDS	2	624	NM_001012518:NM_001109686:NM_001109687:NM_172545	0	0.0341334195498	0	0.0192294131873431	0.018226776348359	0.0982533341040761	0.205007057221511	0.428768534880436	0.357998288370406	0.258050790416739	0;2;0;1;1;3;7;13;9;9	0	0	3.04763048587567	rnoCirc_007521	
chr2	25277636	25278505	+	mmuCirc_005221	Anapc2	CTO:ANNOTATED:CDS	2	300	NM_175300	0	0	0	0	0	0	0	0	0.119332762790135	0	0;0;0;0;0;0;0;0;3;0	0	0	2.80046262890159		
chr2	25596433	25602550	-	mmuCirc_005222	Rabl6	CTO:ALT_ACCEPTOR:CDS	4	323	NM_001024616	0.0179914506425692	0.0170667097749	0	0	0.018226776348359	0.0327511113680254	0.0878601673806477	0.131928779963211	0.119332762790135	0.143361550231522	1;1;0;0;1;1;3;4;3;5	0	0	1.96713836505519		
chr2	25596433	25602555	-	mmuCirc_005223	Rabl6	CTO:ANNOTATED:CDS	4	328	NM_001024616	0.0359829012851383	0.0341334195498	0.0555357632266056	0.115376479124059	0.0364535526967181	0.294760002312228	0.351440669522591	0.395786339889633	0.755774164337523	0.229378480370435	2;2;3;6;2;9;12;12;19;8	0	0	2.47844106725885		
chr2	25937946	25941469	-	mmuCirc_005224	Camsap1	CTO:ANNOTATED:CDS	3	2545	NM_001276359:NM_001276360:NM_001276361	0	0	0.0185119210755352	0	0	0.131004445472102	0.0292867224602159	0.0989465849724082	0.0795551751934235	0.143361550231522	0;0;1;0;0;4;1;3;2;5	0	0	2.23802957794057	rnoCirc_007525	
