chr13	94501918	94528396	+	mmuCirc_002669	Ap3b1	CTO:ANNOTATED:CDS	2	339	NM_009680	0	0.0170667097749	0	0.0192294131873431	0	0.0327511113680254	0	0.0329821949908028	0.198887937983559	0.0286723100463043	0;1;0;1;0;1;0;1;5;1	0	0	1.13557421738667		
chr13	94501918	94532066	+	mmuCirc_002670	Ap3b1	CTO:ANNOTATED:CDS	3	424	NM_009680	0.0179914506425692	0	0.0740476843021408	0	0.018226776348359	0.131004445472102	0.175720334761295	0.164910974954014	0.517108638757253	0.344067720555652	1;0;4;0;1;4;6;5;13;12	0	0	2.85112520011354		
chr13	94528165	94532066	+	mmuCirc_002671	Ap3b1	CTO:ANNOTATED:CDS	2	317	NM_009680	0	0	0.0185119210755352	0	0.018226776348359	0.0982533341040761	0.0878601673806477	0.230875364935619	0.397775875967117	0.20070617032413	0;0;1;0;1;3;3;7;10;7	0	0	2.92252436817658		
chr13	94542779	94547893	+	mmuCirc_002672	Ap3b1	CTO:ANNOTATED:CDS	2	237	NM_009680	0	0	0	0	0	0.0982533341040761	0	0	0.0397775875967117	0.0286723100463043	0;0;0;0;0;3;0;0;1;1	0	0	1.80883829327713		
chr13	95008808	95015215	+	mmuCirc_002673	Wdr41	CTO:ANNOTATED:CDS	3	359	NM_172590	0	0	0	0	0	0	0	0.0659643899816055	0.23866552558027	0	0;0;0;0;0;0;0;2;6;0	0	0	2.89837752081497		
chr13	95186055	95186523	-	mmuCirc_002674	Pde8b	INTRONIC	1	469	NM_001170669:NM_172263	0	0	0	0	0.018226776348359	0.0327511113680254	0.0292867224602159	0.0329821949908028	0	0.086016930138913	0;0;0;0;1;1;1;1;0;3	0	0	1.39438684292886		
chr13	96614774	96630831	+	mmuCirc_002675	Col4a3bp	CTO:ANNOTATED:CDS	6	558	NM_001164222:NM_023420	0	0	0	0	0	0	0.0292867224602159	0.0989465849724082	0	0.0286723100463043	0;0;0;0;0;0;1;3;0;1	0	0	1.71884741355509		
chr13	97141927	97150413	+	mmuCirc_002676	Gfm2	CTO:ANNOTATED:CDS:5UTR	6	540	NM_001271463:NM_001271464:NM_001271465:NM_177266:NM_001146043	0	0.0341334195498	0.0185119210755352	0.0192294131873431	0	0.556768893256432	0.263580502141943	0.263857559926422	0.596663813950676	0.20070617032413	0;2;1;1;0;17;9;8;15;7	0	0	3.51188202496367		
chr13	97929411	97931263	-	mmuCirc_002677	Arhgef28	CTO:ANNOTATED:CDS	2	781	NM_012026	0	0	0	0	0.0364535526967181	0.0327511113680254	0	0.131928779963211	0.0397775875967117	0.0286723100463043	0;0;0;0;2;1;0;4;1;1	0	0	1.42254158008308	rnoCirc_006227	
chr13	97929411	97936861	-	mmuCirc_002678	Arhgef28	CTO:ANNOTATED:CDS	4	868	NM_012026	0	0.0341334195498	0.0370238421510704	0	0	0.131004445472102	0.351440669522591	0.494732924862041	0.517108638757253	0.286723100463044	0;2;2;0;0;4;12;15;13;10	0	0	3.51105066576461	rnoCirc_006228	
chr13	97946803	97953963	-	mmuCirc_002679	Arhgef28	CTO:ANNOTATED:CDS	3	511	NM_012026	0.0359829012851383	0.0170667097749	0.0555357632266056	0.0384588263746862	0.127587434438513	0.491266670520381	0.263580502141943	0.329821949908027	0.397775875967117	0.114689240185217	2;1;3;2;7;15;9;10;10;4	0	0	2.20865407305969		
chr13	98029377	98053974	-	mmuCirc_002680	Arhgef28	CTO:ANNOTATED:CDS	5	549	NM_012026	0	0	0	0.0192294131873431	0.018226776348359	0.0982533341040761	0.0292867224602159	0.164910974954014	0.159110350386847	0.086016930138913	0;0;0;1;1;3;1;5;4;3	0	0	2.14724944467748		
chr13	98043800	98053974	-	mmuCirc_002681	Arhgef28	CTO:ANNOTATED:CDS	3	432	NM_012026	0	0	0	0.0384588263746862	0	0.196506668208152	0.0878601673806477	0.0659643899816055	0.357998288370406	0.0286723100463043	0;0;0;2;0;6;3;2;9;1	0	0	2.38943143308764		
chr13	98074999	98077320	-	mmuCirc_002682	Arhgef28	CTO:ANNOTATED:CDS	2	442	NM_012026	0.0359829012851383	0.0170667097749	0.0185119210755352	0.134605892311402	0.0364535526967181	0.360262225048279	0.234293779681727	0.263857559926422	0.318220700773694	0.229378480370435	2;1;1;7;2;11;8;8;8;8	0	0	2.33931944015406	rnoCirc_006230	
chr13	98266151	98272852	+	mmuCirc_002683	Ankra2	CTO:ANNOTATED:CDS:5UTR	7	979	NM_001271388:NM_001271390:NM_001271391:NM_001271392:NM_023472:NM_001271389	0.0359829012851383	0	0.0185119210755352	0.0384588263746862	0	0.524017781888406	0.263580502141943	0.626661704825252	0.477331051160541	0.372740030601957	2;0;1;2;0;16;9;19;12;13	0	0	3.71202655074559		
chr13	98267316	98268495	+	mmuCirc_002684	Ankra2	CTO:ANNOTATED:CDS:5UTR	2	225	NM_001271388:NM_001271390:NM_001271391:NM_001271392:NM_023472:NM_001271389	0.0359829012851383	0	0.0185119210755352	0.0192294131873431	0	0.229257779576178	0.0878601673806477	0.131928779963211	0.556886226353964	0.114689240185217	2;0;1;1;0;7;3;4;14;4	0	0	2.63910613856573		
chr13	98267316	98272852	+	mmuCirc_002685	Ankra2	CTO:ANNOTATED:CDS:5UTR	6	597	NM_001271388:NM_001271390:NM_001271391:NM_001271392:NM_023472:NM_001271389	0.0179914506425692	0	0.0185119210755352	0.0384588263746862	0.018226776348359	0.0982533341040761	0.0878601673806477	0.0329821949908028	0.23866552558027	0.086016930138913	1;0;1;2;1;3;3;1;6;3	0	0	1.62933223817643		
chr13	98735019	98743540	-	mmuCirc_002686	Fcho2	CTO:ANNOTATED:CDS	2	242	NM_172591	0	0	0	0.0192294131873431	0	0.0982533341040761	0.0292867224602159	0.0329821949908028	0.0397775875967117	0.0286723100463043	0;0;0;1;0;3;1;1;1;1	0	0	1.43225715693837		
chr13	98735019	98745904	-	mmuCirc_002687	Fcho2	CTO:ANNOTATED:CDS	3	346	NM_172591	0	0.0170667097749	0.0740476843021408	0.0192294131873431	0.018226776348359	0.655022227360508	0.585734449204318	0.890519264751674	0.6762189891441	0.372740030601957	0;1;4;1;1;20;20;27;17;13	0	0	3.97860610511691	rnoCirc_006242	
chr13	98743411	98755625	-	mmuCirc_002688	Fcho2	CTO:ANNOTATED:CDS	8	637	NM_172591	0	0	0	0	0	0	0	0.0989465849724082	0	0.0573446200926087	0;0;0;0;0;0;0;3;0;2	0	0	2.26177144567199	rnoCirc_006243	
chr13	98743411	98764549	-	mmuCirc_002689	Fcho2	CTO:ANNOTATED:CDS	11	780	NM_172591	0	0	0	0	0	0.0982533341040761	0	0	0.0397775875967117	0	0;0;0;0;0;3;0;0;1;0	0	0	2.07170681577516	rnoCirc_006244	
chr13	98784776	98789873	-	mmuCirc_002690	Fcho2	CTO:ANNOTATED:CDS	3	400	NM_172591	0.0539743519277075	0.0170667097749	0	0	0.0546803290450771	0.196506668208152	0.146433612301079	0.263857559926422	0.159110350386847	0.143361550231522	3;1;0;0;3;6;5;8;4;5	0	0	2.36704111965407		
chr13	98789363	98789515	-	mmuCirc_002691	Fcho2	CTO:ANNOTATED:CDS	1	153	NM_172591	0	0	0	0	0	0	0	0	0.159110350386847	0.0286723100463043	0;0;0;0;0;0;0;0;4;1	0	0	2.22293902651168		
chr13	98789363	98789873	-	mmuCirc_002692	Fcho2	CTO:ANNOTATED:CDS	2	295	NM_172591	0.0179914506425692	0	0.0555357632266056	0.0576882395620293	0	0.131004445472102	0.146433612301079	0.0329821949908028	0.23866552558027	0	1;0;3;3;0;4;5;1;6;0	0	0	1.56784666161107	rnoCirc_006253	
chr13	98796293	98806397	-	mmuCirc_002693	Fcho2	CTO:ANNOTATED:CDS	2	167	NM_172591	0	0	0	0	0	0	0.0292867224602159	0.0989465849724082	0.119332762790135	0	0;0;0;0;0;0;1;3;3;0	0	0	2.2246345404286		
chr13	99228319	99234288	+	mmuCirc_002694	Zfp366	CTO:ANNOTATED:CDS:5UTR	2	1529	NM_001004149	0	0	0	0	0.0364535526967181	0.0982533341040761	0	0.0989465849724082	0.198887937983559	0.0573446200926087	0;0;0;0;2;3;0;3;5;2	0	0	2.26060200564775		hsaCirc_012355
chr13	99967641	99976522	-	mmuCirc_002695	Mccc2	CTO:ANNOTATED:CDS	4	375	NM_030026	0	0	0	0	0	0	0	0	0	0.114689240185217	0;0;0;0;0;0;0;0;0;4	0	0	2.75156269883195		
chr13	99976409	100000316	-	mmuCirc_002696	Mccc2	CTO:ANNOTATED:CDS	6	609	NM_030026	0	0	0	0	0	0	0.0292867224602159	0.0989465849724082	0	0	0;0;0;0;0;0;1;3;0;0	0	0	1.9367204961921		
chr13	99988536	100000316	-	mmuCirc_002697	Mccc2	CTO:ANNOTATED:CDS	5	495	NM_030026	0	0	0.0185119210755352	0.0192294131873431	0.018226776348359	0.196506668208152	0.146433612301079	0.230875364935619	0.159110350386847	0.143361550231522	0;0;1;1;1;6;5;7;4;5	0	0	2.69661247024491	rnoCirc_006265	hsaCirc_012351
chr13	100078659	100084195	-	mmuCirc_002698	Bdp1	CTO:ANNOTATED:CDS	2	196	NM_001081061	0	0	0	0	0.018226776348359	0.163755556840127	0.0878601673806477	0.131928779963211	0.0397775875967117	0.0286723100463043	0;0;0;0;1;5;3;4;1;1	0	0	2.09685038167538		
chr13	100084141	100093545	-	mmuCirc_002699	Bdp1	CTO:ANNOTATED:CDS	4	416	NM_001081061	0	0	0	0	0.018226776348359	0.0655022227360508	0.0878601673806477	0	0.0397775875967117	0	0;0;0;0;1;2;3;0;1;0	0	0	1.29301833270761		
chr13	100126587	100128361	+	mmuCirc_002700	Smn1	CTO:ANNOTATED:CDS:5UTR	4	540	NM_001252629:NM_011420	0	0	0.0370238421510704	0.0192294131873431	0.018226776348359	0.163755556840127	0.205007057221511	0.164910974954014	0.318220700773694	0.0573446200926087	0;0;2;1;1;5;7;5;8;2	0	0	2.50269654496263		
chr13	100468915	100483043	-	mmuCirc_002701	Gtf2h2	CTO:ALT_DONOR:CDS	9	819	NM_022011	0	0	0	0	0	0.0327511113680254	0	0	0.198887937983559	0.0286723100463043	0;0;0;0;0;1;0;0;5;1	0	0	2.04480776263962		
chr13	100631056	100633999	-	mmuCirc_002702	Rad17	CTO:ANNOTATED:CDS:5UTR	5	498	NM_001044371:NM_001283011:NM_011233	0	0	0	0.0192294131873431	0	0	0	0.0659643899816055	0.119332762790135	0	0;0;0;1;0;0;0;2;3;0	0	0	1.96613301662693		
chr13	100716501	100717682	-	mmuCirc_002703	Cdk7	CTO:ANNOTATED:CDS	2	230	NM_009874	0	0.0341334195498	0.0740476843021408	0	0	0.0327511113680254	0.205007057221511	0.164910974954014	0.437553463563829	0.0286723100463043	0;2;4;0;0;1;7;5;11;1	0	0	2.04578330200859		
chr13	100716501	100719370	-	mmuCirc_002704	Cdk7	CTO:ANNOTATED:CDS	3	299	NM_009874	0.0179914506425692	0	0.0370238421510704	0.0384588263746862	0	0.0982533341040761	0.205007057221511	0.230875364935619	0.119332762790135	0.258050790416739	1;0;2;2;0;3;7;7;3;9	0	0	2.46353689091189		
chr13	100812648	100818213	-	mmuCirc_002705	Slc30a5	CTO:ANNOTATED:CDS	6	992	NM_022885	0.0179914506425692	0	0	0	0	0.0982533341040761	0.0292867224602159	0.0989465849724082	0.0795551751934235	0.0573446200926087	1;0;0;0;0;3;1;3;2;2	0	0	1.95567448120873		
chr13	100817009	100821206	-	mmuCirc_002706	Slc30a5	CTO:ANNOTATED:CDS	3	253	NM_022885	0	0	0	0	0	0.0982533341040761	0.0585734449204318	0.0329821949908028	0.0795551751934235	0.0286723100463043	0;0;0;0;0;3;2;1;2;1	0	0	1.90839118914221		
chr13	100824916	100829022	-	mmuCirc_002707	Slc30a5	CTO:ANNOTATED:CDS	3	276	NM_022885	0	0	0.0185119210755352	0	0	0.0655022227360508	0.0292867224602159	0.164910974954014	0.23866552558027	0.114689240185217	0;0;1;0;0;2;1;5;6;4	0	0	2.42103868231202	rnoCirc_006276	
chr13	101701447	101709742	-	mmuCirc_002708	Pik3r1	CTO:ANNOTATED:CDS	5	582	NM_001077495	0.0179914506425692	0.0170667097749	0	0.0576882395620293	0.0729071053934362	0.458515559152355	0.205007057221511	0.72560828979766	0.6762189891441	0.286723100463044	1;1;0;3;4;14;7;22;17;10	0	1	3.27275768687667		hsaCirc_012342
chr13	101757326	101758039	-	mmuCirc_002709	Pik3r1	CTO:ANNOTATED:CDS:5UTR	1	714	NM_001077495	0	0	0.0185119210755352	0.115376479124059	0	0.294760002312228	0.351440669522591	0.329821949908027	0.596663813950676	0.258050790416739	0;0;1;6;0;9;12;10;15;9	0	0	3.47185352870554	rnoCirc_006279	hsaCirc_012341
chr13	102781160	102789064	-	mmuCirc_002710	Mast4	CTO:ANNOTATED:CDS	4	389	NM_175171	0	0	0	0	0	0.0327511113680254	0	0.197893169944816	0.159110350386847	0.0573446200926087	0;0;0;0;0;1;0;6;4;2	0	0	2.48970707700422		
chr13	103109132	103140287	-	mmuCirc_002711	Mast4	CTO:ALT_DONOR:CDS	1	31156	NM_175171	0	0.0682668390996	0	0	0	0	0	0	0	0	0;4;0;0;0;0;0;0;0;0	0	0	-2.14187153467872		
chr13	103140163	103171556	-	mmuCirc_002712	Mast4	CTO:ANNOTATED:CDS	2	279	NM_175171	0	0	0	0.0192294131873431	0.018226776348359	0.0327511113680254	0.175720334761295	0.164910974954014	0.159110350386847	0.114689240185217	0;0;0;1;1;1;6;5;4;4	0	0	2.38130047891519	rnoCirc_006282	hsaCirc_012335
