chr14	16383062	16389979	+	mmuCirc_002803	Top2b	CTO:ANNOTATED:CDS	6	768	NM_009409	0	0	0.0185119210755352	0	0	0.0655022227360508	0.0292867224602159	0.131928779963211	0.0795551751934235	0.0573446200926087	0;0;1;0;0;2;1;4;2;2	0	0	1.92879528405808	rnoCirc_003999	
chr14	16508934	16548562	-	mmuCirc_002804	Rarb	CTO:ANNOTATED:CDS	2	291	NM_001289762:NM_011243:NM_001289760:NM_001289761	0	0	0.0185119210755352	0	0	0	0.0292867224602159	0.131928779963211	0.159110350386847	0.0573446200926087	0;0;1;0;0;0;1;4;4;2	0	0	2.09882374653756		
chr14	17963061	17963321	+	mmuCirc_002805	Thrb	CTO:ANNOTATED:CDS	1	261	NM_001113417	0.0539743519277075	0.0682668390996	0.111071526453211	0.0576882395620293	0.109360658090154	0.85152889556866	0.673594616584965	0.824554874770069	0.994439689917794	0.544773890879783	3;4;6;3;6;26;23;25;25;19	1	1	3.01071101835929		
chr14	17963061	18011270	+	mmuCirc_002806	Thrb	CTO:ANNOTATED:CDS:5UTR	4	716	NM_001113417	0	0	0	0	0	0.262008890944203	0.0292867224602159	0.0989465849724082	0.119332762790135	0.0573446200926087	0;0;0;0;0;8;1;3;3;2	0	0	2.48857466167049		
chr14	18002528	18011270	+	mmuCirc_002807	Thrb	CTO:ANNOTATED:CDS	3	455	NM_001113417:NM_009380	0.0179914506425692	0	0	0	0	0.0982533341040761	0.146433612301079	0.263857559926422	0.318220700773694	0.114689240185217	1;0;0;0;0;3;5;8;8;4	0	0	3.07071201808787		
chr14	18008569	18011270	+	mmuCirc_002808	Thrb	CTO:ANNOTATED:CDS	2	354	NM_001113417:NM_009380	0.0539743519277075	0.0170667097749	0.0555357632266056	0	0	0.196506668208152	0.117146889840864	0.329821949908027	0.517108638757253	0.45875696074087	3;1;3;0;0;6;4;10;13;16	0	0	2.99531859303215		
chr14	20303953	20309797	+	mmuCirc_002809	Nudt13	CTO:ANNOTATED:CDS	4	508	NM_026341	0	0	0.0185119210755352	0	0	0	0	0.164910974954014	0.119332762790135	0	0;0;1;0;0;0;0;5;3;0	0	0	2.53195824424444		
chr14	20338129	20338496	-	mmuCirc_002810	Ecd	CTO:ANNOTATED:CDS	2	267	NM_027475	0	0	0	0	0	0	0	0.0329821949908028	0.0397775875967117	0.086016930138913	0;0;0;0;0;0;0;1;1;3	0	0	1.79711168550706		
chr14	20363263	20367952	+	mmuCirc_002811	Fam149b	CTO:ALT_DONOR:CDS	2	295	NM_001177633:NM_001024512:NM_172379	0	0	0	0	0	0.131004445472102	0	0.0989465849724082	0	0.0573446200926087	0;0;0;0;0;4;0;3;0;2	0	0	2.4800206694684		
chr14	20460159	20464946	-	mmuCirc_002812	Anxa7	CTO:ANNOTATED:CDS	6	730	NM_001110794:NM_009674	0.0539743519277075	0.0341334195498	0.0370238421510704	0.0576882395620293	0.018226776348359	0.196506668208152	0.0878601673806477	0.164910974954014	0.91488451472437	0.172033860277826	3;2;2;3;1;6;3;5;23;6	0	0	2.03176083105705		
chr14	20520554	20531860	-	mmuCirc_002813	Ppp3cb	CTO:ANNOTATED:CDS	8	1023	NM_008914	0	0	0	0	0	0.0655022227360508	0.0292867224602159	0	0.0397775875967117	0.086016930138913	0;0;0;0;0;2;1;0;1;3	0	0	1.84574710332514		hsaCirc_002247
